customer_profile_event_id,customer_id,full_name,email,gender,birth_date,city_id,loyalty_tier,marketing_opt_in,effective_at,operation
30,23,Gloria Cameron,michael81@example.com,Male,1995-12-06,1,New,False,2020-08-22 00:00:00,insert
31,23,Gloria Cameron,michael81@example.com,Male,1995-12-06,32,New,True,2022-02-28 00:00:00,update
32,24,Laila Salahudin,eka13@example.net,Male,1964-06-12,6,New,True,2021-08-19 00:00:00,insert
33,25,Heather Mcfarland,johnsonerin@example.com,Male,2000-03-19,3,New,True,2020-08-27 00:00:00,insert
34,26,"Hendra Nainggolan, M.Farm",joycemoore@example.com,Male,1957-04-10,26,Gold,True,2021-06-29 00:00:00,insert
35,26,"Hendra Nainggolan, M.Farm",joycemoore@example.com,Male,1957-04-10,22,New,True,2024-11-09 00:00:00,update
36,27,Elvina Putra,thassanah@example.com,Male,1989-04-10,32,Regular,True,2021-10-20 00:00:00,insert
37,27,Elvina Putra,thassanah@example.com,Male,1989-04-10,19,Regular,True,2024-05-14 00:00:00,update
38,28,Nilam Haryanti,urodriguez@example.net,Male,2003-02-05,11,Silver,True,2020-12-23 00:00:00,insert
39,29,Brandon Navarro,gpradipta@example.com,Female,1994-03-31,4,New,True,2021-07-30 00:00:00,insert
40,30,Daliono Mansur,talia08@example.net,Female,1959-08-05,1,New,True,2020-09-08 00:00:00,insert
41,31,"Dr. Patricia Mahendra, S.E.I",amyparsons@example.com,Male,1979-07-02,16,Regular,False,2021-01-03 00:00:00,insert
42,32,"Ir. Gangsar Nuraini, M.Ak",psitompul@example.net,Male,1987-08-21,5,New,True,2021-11-12 00:00:00,insert
43,32,"Ir. Gangsar Nuraini, M.Ak",psitompul@example.net,Male,1987-08-21,24,New,True,2024-10-27 00:00:00,update
44,33,Hasna Mayasari,nicole84@example.net,Male,1979-12-29,1,Silver,True,2021-03-01 00:00:00,insert
45,34,Hardana Wijayanti,thamrinolga@example.org,Female,1984-03-09,29,New,True,2021-04-29 00:00:00,insert
46,35,Stacey Nguyen,beardtracy@example.net,Male,1985-01-12,24,New,True,2020-12-01 00:00:00,insert
47,35,Stacey Nguyen,beardtracy@example.net,Male,1985-01-12,24,New,True,2024-02-13 00:00:00,update
48,36,Henry Harris,lestariyono@example.net,Male,1981-01-21,32,New,False,2021-06-06 00:00:00,insert
49,36,Henry Harris,lestariyono@example.net,Male,1981-01-21,19,New,False,2025-06-13 00:00:00,update
50,37,"Paramita Nugroho, S.H.",mansurwarsita@example.com,Male,1977-03-09,1,Gold,False,2021-07-03 00:00:00,insert
51,37,"Paramita Nugroho, S.H.",mansurwarsita@example.com,Male,1977-03-09,32,Regular,False,2025-11-27 00:00:00,update
52,38,Eric Cox DVM,gjones@example.org,Male,1975-08-14,18,Gold,True,2021-09-24 00:00:00,insert
53,38,Eric Cox DVM,gjones@example.org,Male,1975-08-14,14,Platinum,True,2023-07-03 00:00:00,update
54,39,Maras Agustina,ashleypacheco@example.org,Female,1991-01-07,6,Regular,True,2021-09-17 00:00:00,insert
55,40,Christina Ingram,codymolina@example.org,Male,1972-08-04,6,Regular,True,2021-12-05 00:00:00,insert
56,40,Christina Ingram,codymolina@example.org,Male,1972-08-04,6,Regular,False,2025-06-09 00:00:00,update
57,41,Balapati Riyanti,jasmani50@example.net,Male,2004-01-06,11,New,True,2020-09-27 00:00:00,insert
58,42,Shawn Richardson,matthew00@example.org,Male,1987-06-19,20,New,True,2021-01-23 00:00:00,insert
59,43,Christopher Pacheco,rhodessarah@example.org,Female,2004-01-31,10,Silver,False,2021-09-20 00:00:00,insert
60,44,"R. Siska Siregar, M.TI.",huangjoseph@example.com,Female,1995-07-26,16,New,True,2020-12-25 00:00:00,insert
61,45,Jennifer Patterson,rahimahsurya@example.com,Female,2004-03-26,23,Regular,False,2021-10-28 00:00:00,insert
62,45,Jennifer Patterson,rahimahsurya@example.com,Female,2004-03-26,11,Gold,True,2024-05-07 00:00:00,update
63,45,Jennifer Patterson,rahimahsurya@example.com,Female,2004-03-26,5,Gold,True,2025-10-03 00:00:01,update
64,46,Emong Mahendra,ujames@example.org,Male,1989-12-09,16,New,True,2021-04-28 00:00:00,insert
65,47,Dwayne Jordan,dennishurst@example.org,Male,1989-08-15,8,Silver,True,2020-09-03 00:00:00,insert
66,48,R. Gasti Januar,anthony87@example.com,Female,1995-06-26,4,Regular,True,2021-01-12 00:00:00,insert
67,49,"Saadat Kuswandari, S.I.Kom",stacymatthews@example.org,Female,1968-06-18,31,Regular,True,2020-12-11 00:00:00,insert
68,50,Chandra Hartati,twise@example.com,Male,1984-08-18,20,Regular,False,2021-03-24 00:00:00,insert
69,51,Nurul Simbolon,jessica70@example.net,Male,1989-09-25,1,Regular,True,2021-12-01 00:00:00,insert
70,51,Nurul Simbolon,jessica70@example.net,Male,1989-09-25,10,Regular,True,2024-09-23 00:00:00,update
71,52,Troy Collins MD,puti98@example.org,Male,1985-01-27,29,Gold,True,2020-11-14 00:00:00,insert
72,53,Citra Permadi,sitoruscemeti@example.com,Female,1960-01-25,24,New,False,2021-10-01 00:00:00,insert
73,53,Citra Permadi,sitoruscemeti@example.com,Female,1960-01-25,6,New,False,2025-02-10 00:00:00,update
74,54,Drs. Yahya Purnawati,jayamulyani@example.org,Male,1990-03-23,24,New,True,2021-07-18 00:00:00,insert
75,55,Jonathan Lee,elizabethstewart@example.com,Male,2007-05-12,16,Regular,True,2021-03-12 00:00:00,insert
76,56,Stephanie Lopez,mjones@example.net,Male,1987-05-03,34,New,True,2021-06-17 00:00:00,insert
77,57,Tommy Craig,tanner26@example.com,Female,1964-06-18,27,Regular,False,2021-08-05 00:00:00,insert
78,57,Tommy Craig,tanner26@example.com,Female,1964-06-18,27,Gold,True,2023-11-18 00:00:00,update
79,58,Scott Lewis,cindy89@example.com,Male,1958-10-03,33,Regular,True,2020-08-19 00:00:00,insert
80,59,Hj. Umi Natsir,uyulianti@example.net,Female,2004-06-03,25,New,False,2021-07-18 00:00:00,insert
81,59,Hj. Umi Natsir,uyulianti@example.net,Female,2004-06-03,25,New,True,2023-11-02 00:00:00,update
82,60,Whitney Garcia,violet58@example.net,Female,1972-02-03,16,Gold,False,2021-02-28 00:00:00,insert
83,60,Whitney Garcia,violet58@example.net,Female,1972-02-03,6,Regular,True,2024-07-30 00:00:00,update
84,61,Jasmani Maryati,caturangga43@example.org,Female,1973-12-25,17,New,False,2021-12-29 00:00:00,insert
85,62,Gina Hartati,megan43@example.net,Male,1992-04-30,27,Regular,False,2021-07-24 00:00:00,insert
86,62,Gina Hartati,megan43@example.net,Male,1992-04-30,30,Regular,False,2024-11-11 00:00:00,update
87,63,Sabrina Permadi,rachellopez@example.net,Female,1994-12-30,13,Gold,False,2021-11-09 00:00:00,insert
88,63,Sabrina Permadi,rachellopez@example.net,Female,1994-12-30,12,Gold,True,2023-09-19 00:00:00,update
89,64,Chris Gomez,usamahemas@example.net,Male,1966-03-29,9,New,True,2021-12-07 00:00:00,insert
90,65,Harjasa Pradana,krangel@example.net,Male,1973-11-18,19,New,True,2021-04-30 00:00:00,insert
91,65,Harjasa Pradana,krangel@example.net,Male,1973-11-18,32,Platinum,True,2024-03-12 00:00:00,update
92,66,"Karta Maulana, M.M.",puspasariade@example.net,Male,1996-10-29,4,New,False,2021-06-29 00:00:00,insert
93,66,"Karta Maulana, M.M.",puspasariade@example.net,Male,1996-10-29,30,Silver,True,2024-11-08 00:00:00,update
94,67,Paul Vincent,wulan84@example.org,Female,1990-12-26,23,New,False,2021-06-03 00:00:00,insert
95,67,Paul Vincent,wulan84@example.org,Female,1990-12-26,21,Regular,True,2023-05-09 00:00:00,update
96,68,Eli Wibisono,katherine80@example.com,Male,1955-09-08,12,New,True,2021-03-26 00:00:00,insert
97,69,Artanto Maheswara,paul55@example.org,Male,1998-10-30,23,Silver,True,2021-04-21 00:00:00,insert
98,70,Gabrielle Howell,melissa70@example.org,Female,1984-11-07,1,Gold,True,2021-03-21 00:00:00,insert
99,70,Gabrielle Howell,melissa70@example.org,Female,1984-11-07,1,Regular,True,2022-03-24 00:00:00,update
100,70,Gabrielle Howell,melissa70@example.org,Female,1984-11-07,1,Gold,True,2024-04-25 00:00:01,update
101,71,Melissa Wilkins,anthony21@example.com,Male,1979-12-08,27,New,True,2021-03-24 00:00:00,insert
102,71,Melissa Wilkins,anthony21@example.com,Male,1979-12-08,13,New,True,2025-04-06 00:00:00,update
103,72,Steven Sexton,zulkarnainbakda@example.com,Male,1995-11-25,27,Regular,False,2021-03-02 00:00:00,insert
104,73,Ika Haryanti,saputrakawaya@example.net,Male,2003-08-03,1,Regular,True,2021-08-19 00:00:00,insert
105,74,Scott Day,billycherry@example.org,Female,1984-02-02,30,Regular,True,2021-02-16 00:00:00,insert
106,74,Scott Day,billycherry@example.org,Female,1984-02-02,12,Regular,True,2023-06-10 00:00:00,update
107,75,Calista Pranowo,brandi46@example.org,Female,1984-11-06,8,New,True,2021-08-03 00:00:00,insert
108,75,Calista Pranowo,brandi46@example.org,Female,1984-11-06,10,Silver,False,2025-04-23 00:00:00,update
109,76,Raden Prayoga,mendozanancy@example.com,Male,1999-10-22,31,New,True,2021-01-29 00:00:00,insert
110,77,Hartana Irawan,crawfordmario@example.net,Female,1974-05-21,8,Regular,True,2020-10-11 00:00:00,insert
111,78,Tira Irawan,patrick33@example.com,Male,1984-08-27,2,Regular,False,2020-11-29 00:00:00,insert
112,78,Tira Irawan,patrick33@example.com,Male,1984-08-27,4,Silver,True,2024-04-24 00:00:00,update
113,79,Matthew Brock,mferguson@example.com,Male,1998-12-30,10,Regular,False,2021-05-10 00:00:00,insert
114,80,Mark Baldwin,cardianto@example.net,Female,1984-11-15,11,Silver,True,2021-05-06 00:00:00,insert
115,81,Unjani Nasyiah,lirawan@example.com,Male,1994-07-01,16,New,False,2021-10-05 00:00:00,insert
116,81,Unjani Nasyiah,lirawan@example.com,Male,1994-07-01,2,New,True,2025-11-03 00:00:00,update
117,82,"Cut Silvia Wahyudin, S.H.",moracynthia@example.org,Female,1985-02-26,13,New,False,2021-07-28 00:00:00,insert
118,83,Kristen Evans,ctamba@example.org,Female,1995-04-10,5,Silver,True,2021-10-04 00:00:00,insert
119,84,H. Purwadi Maryati,chabibi@example.com,Male,1981-04-22,21,Regular,False,2020-09-14 00:00:00,insert
120,84,H. Purwadi Maryati,chabibi@example.com,Male,1981-04-22,21,Regular,True,2022-10-25 00:00:00,update
121,85,Thomas Harvey,prabowosetiawan@example.org,Male,1960-04-16,10,New,True,2021-01-26 00:00:00,insert
122,86,Joseph Sellers,kathleen62@example.com,Male,2007-08-14,6,New,True,2021-04-14 00:00:00,insert
123,86,Joseph Sellers,kathleen62@example.com,Male,2007-08-14,31,New,True,2024-03-10 00:00:00,update
124,87,Patricia Handayani,mansurumar@example.org,Male,1982-07-15,16,Regular,False,2021-05-29 00:00:00,insert
125,87,Patricia Handayani,mansurumar@example.org,Male,1982-07-15,16,Regular,True,2024-01-03 00:00:00,update
126,87,Patricia Handayani,mansurumar@example.org,Male,1982-07-15,31,Regular,False,2025-08-13 00:00:01,update
127,88,Enteng Narpati,jarwadi71@example.com,Female,1998-04-20,11,Regular,True,2021-09-26 00:00:00,insert
128,89,Dirja Mangunsong,pradiptajaeman@example.net,Female,1964-09-25,20,New,False,2021-10-07 00:00:00,insert
129,89,Dirja Mangunsong,pradiptajaeman@example.net,Female,1964-09-25,2,New,True,2024-11-24 00:00:00,update
130,90,Dt. Vinsen Purnawati,pandu67@example.net,Female,1959-05-30,32,New,False,2021-10-30 00:00:00,insert
131,90,Dt. Vinsen Purnawati,pandu67@example.net,Female,1959-05-30,5,Silver,True,2023-08-25 00:00:00,update
132,91,Chad Jones,pwade@example.net,Female,1970-11-03,16,Regular,True,2021-11-18 00:00:00,insert
133,91,Chad Jones,pwade@example.net,Female,1970-11-03,16,Regular,False,2024-09-24 00:00:00,update
134,92,Nadia Zulaika,brian04@example.com,Male,2008-02-26,1,Silver,False,2021-11-26 00:00:00,insert
135,93,Jennifer Mahoney,melissa64@example.net,Female,1999-11-27,11,Silver,False,2020-12-01 00:00:00,insert
136,94,"Dr. Umaya Napitupulu, S.IP",slametnuraini@example.org,Female,1985-09-04,6,New,False,2021-08-27 00:00:00,insert
137,95,Carol Hartman,ciaobellalailasari@example.net,Female,1984-06-29,15,Gold,True,2021-05-05 00:00:00,insert
138,95,Carol Hartman,ciaobellalailasari@example.net,Female,1984-06-29,15,Silver,True,2022-07-06 00:00:00,update
139,96,Courtney Murray,lhasanah@example.net,Male,1964-07-10,16,New,False,2021-07-01 00:00:00,insert
140,97,Matthew Norris,eelliott@example.net,Female,1966-06-19,11,Regular,False,2020-08-28 00:00:00,insert
141,98,Ian Lopez,hastayolanda@example.net,Male,1976-03-29,29,Regular,True,2021-11-02 00:00:00,insert
142,99,"Dr. Kusuma Santoso, S.H.",khoward@example.net,Male,2000-06-07,11,Silver,True,2021-04-25 00:00:00,insert
143,100,Warren Vasquez,catherineturner@example.com,Male,1996-08-25,6,Platinum,True,2021-11-14 00:00:00,insert
144,101,"Drs. Suci Nainggolan, S.Psi",opungmayasari@example.com,Female,1964-04-22,20,Silver,False,2021-09-22 00:00:00,insert
145,101,"Drs. Suci Nainggolan, S.Psi",opungmayasari@example.com,Female,1964-04-22,20,Silver,False,2022-04-25 00:00:00,update
146,102,Dana Campbell,asmanwacana@example.net,Male,1988-03-24,22,New,True,2021-12-04 00:00:00,insert
147,103,Melinda Crane,vdamanik@example.net,Female,2000-06-24,16,New,True,2021-03-30 00:00:00,insert
148,104,Richard Roman,herbert14@example.org,Female,2006-12-17,32,Silver,True,2021-11-30 00:00:00,insert
149,105,Karja Prastuti,vanesa03@example.org,Female,1959-06-25,29,Gold,True,2021-09-09 00:00:00,insert
150,106,Ifa Nurdiyanti,tampubolonqueen@example.com,Male,1997-01-22,25,New,True,2021-10-09 00:00:00,insert
151,107,Joshua Boyd,melissa41@example.org,Female,1984-01-18,1,Regular,True,2021-03-09 00:00:00,insert
152,107,Joshua Boyd,melissa41@example.org,Female,1984-01-18,34,Regular,True,2022-06-27 00:00:00,update
153,108,Indah Handayani,darmajisitorus@example.net,Female,1975-03-04,16,Regular,False,2021-02-23 00:00:00,insert
154,109,Warji Wibowo,martanahalimah@example.com,Female,1958-11-21,24,New,False,2020-10-28 00:00:00,insert
155,110,"Sutan Jarwi Hastuti, S.Farm",zsimanjuntak@example.org,Male,1993-12-27,29,New,True,2021-07-19 00:00:00,insert
156,111,Kamal Wijayanti,alambanahutapea@example.net,Male,1992-01-15,6,New,False,2021-11-16 00:00:00,insert
157,112,Ashley Morgan,hannah29@example.net,Female,1995-06-07,1,Regular,False,2021-05-03 00:00:00,insert
158,112,Ashley Morgan,hannah29@example.net,Female,1995-06-07,1,Regular,False,2024-02-16 00:00:00,update
159,113,Jennifer Morgan,chandra83@example.com,Male,1969-12-27,8,Regular,True,2021-05-16 00:00:00,insert
160,113,Jennifer Morgan,chandra83@example.com,Male,1969-12-27,19,Regular,False,2023-10-29 00:00:00,update
161,114,Adam Price,bagus02@example.com,Male,1981-02-20,6,New,False,2021-11-15 00:00:00,insert
162,115,Makuta Kusmawati,wolfejames@example.org,Female,1968-04-01,14,Silver,False,2020-12-20 00:00:00,insert
163,115,Makuta Kusmawati,wolfejames@example.org,Female,1968-04-01,29,Silver,False,2022-02-23 00:00:00,update
164,116,"Bakiadi Utama, S.H.",otarihoran@example.org,Female,1992-11-26,26,Regular,True,2020-12-27 00:00:00,insert
165,117,Karma Hardiansyah,utamijanet@example.org,Male,1995-03-09,31,Regular,True,2021-12-12 00:00:00,insert
166,118,Yusuf Prasetya,ortizkevin@example.org,Female,2006-10-05,6,New,False,2021-09-16 00:00:00,insert
167,119,Sadina Hutapea,wmandala@example.com,Female,1961-06-21,24,Silver,False,2021-05-20 00:00:00,insert
168,120,Tgk. Maya Yolanda,najibanggraini@example.org,Female,1991-02-09,1,New,True,2020-11-08 00:00:00,insert
169,121,"drg. Gamblang Ramadan, S.Gz",kawayamaryati@example.org,Male,2000-03-18,6,New,True,2021-05-04 00:00:00,insert
170,122,Ayu Prabowo,firgantorosamiah@example.com,Male,1995-02-14,8,New,False,2020-10-06 00:00:00,insert
171,122,Ayu Prabowo,firgantorosamiah@example.com,Male,1995-02-14,29,New,False,2024-11-22 00:00:00,update
172,123,Melissa Williams,npadmasari@example.net,Male,1989-06-04,11,Silver,True,2020-09-30 00:00:00,insert
173,123,Melissa Williams,npadmasari@example.net,Male,1989-06-04,20,Silver,False,2023-03-26 00:00:00,update
174,124,Tugiman Prasetyo,twijayanti@example.net,Female,1962-01-30,2,Silver,False,2021-09-20 00:00:00,insert
175,125,Diana Damanik,zsawyer@example.org,Female,1996-07-04,8,New,True,2020-12-08 00:00:00,insert
176,125,Diana Damanik,zsawyer@example.org,Female,1996-07-04,8,Silver,True,2022-07-24 00:00:00,update
177,126,Setya Aryani,qmahendra@example.com,Female,1979-11-06,11,New,True,2020-11-12 00:00:00,insert
178,127,"Sabrina Adriansyah, S.E.",qsihombing@example.com,Female,1994-06-06,29,Regular,False,2020-12-26 00:00:00,insert
179,127,"Sabrina Adriansyah, S.E.",qsihombing@example.com,Female,1994-06-06,29,Regular,False,2024-09-05 00:00:00,update
180,128,Carl Hernandez,chelseaduncan@example.org,Female,1966-05-24,13,Regular,True,2020-09-19 00:00:00,insert
181,129,Gina Maryadi,timothyweaver@example.net,Male,1988-10-09,5,New,True,2020-12-29 00:00:00,insert
182,129,Gina Maryadi,timothyweaver@example.net,Male,1988-10-09,31,Regular,True,2022-06-16 00:00:00,update
183,130,Todd Hood,pwells@example.net,Female,1975-04-15,16,New,True,2021-08-04 00:00:00,insert
184,131,Jessica Marshall,bajraginardianto@example.net,Female,1985-10-12,30,New,True,2021-02-22 00:00:00,insert
185,132,Julia Hicks,wagnerjeffrey@example.com,Male,1992-11-19,20,Regular,True,2021-05-24 00:00:00,insert
186,133,Gabrielle Johnson,enarpati@example.org,Male,1966-07-22,6,New,True,2021-06-24 00:00:00,insert
187,134,Robin Vega,atma45@example.com,Female,2003-01-27,1,Regular,True,2021-11-23 00:00:00,insert
188,135,Alyssa Neal,whitneyjohnston@example.org,Female,2000-09-04,30,New,True,2021-03-26 00:00:00,insert
189,136,Marwata Maryati,lisamiller@example.net,Female,1984-08-03,1,New,False,2021-08-04 00:00:00,insert
190,137,Donna Singh,lasmono11@example.net,Male,2005-10-28,13,Platinum,False,2021-04-15 00:00:00,insert
191,138,Katherine Ross,mulyantosihotang@example.org,Female,1972-01-30,16,Silver,False,2021-06-29 00:00:00,insert
192,138,Katherine Ross,mulyantosihotang@example.org,Female,1972-01-30,33,Silver,True,2024-10-24 00:00:00,update
193,139,James Brown,unjaninajmudin@example.net,Male,2006-12-03,21,New,True,2021-03-23 00:00:00,insert
194,140,Heather Watts,jtorres@example.com,Male,1982-03-19,11,Regular,True,2021-01-11 00:00:00,insert
195,140,Heather Watts,jtorres@example.com,Male,1982-03-19,15,Regular,True,2024-09-30 00:00:00,update
196,141,Belinda Pertiwi,anita04@example.org,Female,2005-12-18,1,Silver,True,2021-03-29 00:00:00,insert
197,142,"Hj. Dian Putra, S.H.",faryani@example.net,Male,1956-12-20,6,New,True,2021-06-30 00:00:00,insert
198,143,Pamela Rodriguez,wastutisuci@example.com,Male,1960-06-13,22,New,True,2021-05-27 00:00:00,insert
199,144,Viktor Widodo,zriggs@example.com,Female,1970-05-14,20,Silver,True,2020-10-22 00:00:00,insert
200,145,"Ir. Jayeng Pratiwi, S.Pt",atkinsonkatelyn@example.net,Female,1959-02-17,6,Regular,True,2021-07-07 00:00:00,insert
201,146,Sean Johnson,edison26@example.net,Female,1962-02-12,1,Silver,True,2020-10-03 00:00:00,insert
202,147,Rangga Winarno,micheal04@example.com,Female,1969-03-05,13,New,True,2021-12-17 00:00:00,insert
203,148,Okta Novitasari,jagalaksmiwati@example.com,Male,2006-04-24,7,Silver,True,2021-02-04 00:00:00,insert
204,149,Thomas Stephens,stevenmartinez@example.com,Female,1988-07-13,11,New,True,2021-10-08 00:00:00,insert
205,150,"dr. Gandi Haryanto, S.E.",kemalnajmudin@example.org,Female,2004-11-23,21,New,True,2021-01-15 00:00:00,insert
206,151,Jamalia Rahmawati,natalie08@example.net,Female,1982-08-01,11,Gold,True,2020-10-22 00:00:00,insert
207,152,Gail Maldonado,napitupulukiandra@example.net,Male,1967-05-20,4,New,True,2020-10-31 00:00:00,insert
208,152,Gail Maldonado,napitupulukiandra@example.net,Male,1967-05-20,4,Silver,True,2024-01-25 00:00:00,update
209,153,Dustin Edwards,puspasarikenes@example.com,Male,1963-05-24,3,Gold,True,2020-12-12 00:00:00,insert
210,153,Dustin Edwards,puspasarikenes@example.com,Male,1963-05-24,15,Regular,False,2024-01-13 00:00:00,update
211,154,R.M. Wakiman Permadi,evansjoseph@example.com,Female,1983-09-29,8,New,True,2021-09-12 00:00:00,insert
212,155,Kevin Alexander PhD,saptonowani@example.org,Male,1982-12-15,1,Regular,True,2021-05-07 00:00:00,insert
213,156,H. Tirtayasa Wulandari,elvinprasetyo@example.com,Female,1962-01-17,21,Regular,True,2020-11-08 00:00:00,insert
214,157,Mark Armstrong,carlaguzman@example.com,Female,2005-07-21,1,New,True,2021-02-23 00:00:00,insert
215,158,Jay Hamilton,hendrigunarto@example.org,Female,2005-06-21,11,New,True,2020-09-20 00:00:00,insert
216,159,Lori Mckinney,flowersmichael@example.org,Male,1957-07-06,18,New,True,2020-12-02 00:00:00,insert
217,160,Hj. Tania Padmasari,laksana11@example.org,Male,1985-09-09,28,Regular,True,2021-09-24 00:00:00,insert
218,161,John Sampson,sabrina30@example.net,Female,1997-03-20,27,Regular,False,2020-12-05 00:00:00,insert
219,162,Thomas Hernandez,lorettaclay@example.com,Female,2001-03-04,25,Regular,True,2021-09-14 00:00:00,insert
220,162,Thomas Hernandez,lorettaclay@example.com,Female,2001-03-04,25,Regular,False,2023-02-13 00:00:00,update
221,163,Ikhsan Mulyani,carolyn62@example.org,Male,1980-11-17,23,Silver,True,2021-11-07 00:00:00,insert
222,164,Austin Madden,balamantriprastuti@example.org,Female,1969-07-20,1,Regular,True,2020-11-06 00:00:00,insert
223,164,Austin Madden,balamantriprastuti@example.org,Female,1969-07-20,22,Regular,False,2024-06-07 00:00:00,update
224,165,"T. Mumpuni Safitri, M.M.",kblack@example.net,Female,1958-07-31,26,Regular,False,2021-03-28 00:00:00,insert
225,166,Drs. Dina Pranowo,rahmat17@example.org,Female,1993-07-22,16,New,False,2020-09-18 00:00:00,insert
226,166,Drs. Dina Pranowo,rahmat17@example.org,Female,1993-07-22,8,New,True,2024-04-06 00:00:00,update
227,166,Drs. Dina Pranowo,rahmat17@example.org,Female,1993-07-22,8,New,True,2024-10-20 00:00:01,update
228,167,"Ilyas Sihombing, M.M.",delgadoderek@example.net,Female,1956-09-09,11,Regular,True,2021-05-26 00:00:00,insert
229,167,"Ilyas Sihombing, M.M.",delgadoderek@example.net,Female,1956-09-09,8,New,True,2025-04-24 00:00:00,update
230,168,Vanessa Sanchez,rachelhoffman@example.org,Male,1968-08-01,28,New,False,2021-11-30 00:00:00,insert
231,169,Rahmi Kuswoyo,hutapeajagapati@example.org,Female,2001-10-18,11,New,True,2020-11-20 00:00:00,insert
232,169,Rahmi Kuswoyo,hutapeajagapati@example.org,Female,2001-10-18,11,New,True,2022-08-01 00:00:00,update
233,170,Margana Yuniar,tonya41@example.org,Female,1964-03-20,9,Silver,True,2021-12-03 00:00:00,insert
234,171,Melissa Johnson,ustone@example.com,Male,1988-07-05,10,Silver,True,2021-07-28 00:00:00,insert
235,172,Hafshah Andriani,vanesaprastuti@example.org,Female,1981-05-04,33,New,True,2020-12-20 00:00:00,insert
236,173,Iriana Hartati,friedmancarol@example.org,Male,2007-10-06,32,New,True,2021-11-03 00:00:00,insert
237,174,Indra Mayasari,terriwilliams@example.com,Male,2001-12-10,20,New,True,2021-06-30 00:00:00,insert
238,174,Indra Mayasari,terriwilliams@example.com,Male,2001-12-10,22,New,True,2023-07-02 00:00:00,update
239,175,Robert Glover,nurainiajimat@example.com,Female,1975-06-03,14,Platinum,False,2020-10-09 00:00:00,insert
240,176,Mala Suartini,antonio31@example.com,Female,2002-02-21,11,Silver,True,2021-12-21 00:00:00,insert
